county,year,total_births,preterm_births,lbw_births,smoking_births,ppd_births,gd_births,pph_births,gh_births,young_births,ama_births,early_prenatal_births,college_births,medicaid_births,preterm_rate,lbw_rate,smoking_rate,prepreg_diabetes_rate,gestational_diabetes_rate,prepreg_hypertension_rate,gestational_hypertension_rate,young_mother_rate,advanced_age_rate,early_prenatal_rate,college_education_rate,medicaid_rate,county_key
"St. Louis County, MO",2018.0,9221.0,999.0,871.0,550.0,90.0,634.0,255.0,812.0,285.0,1841.0,7042.0,7120.0,2649.0,0.10833965947294219,0.09445830170263529,0.05964645916928749,0.009760329682247045,0.0687561002060514,0.027654267433033293,0.08805986335538445,0.030907710660448975,0.19965296605574231,0.763691573582041,0.7721505259733218,0.2872790369808047,St. Louis
"St. Louis County, MO",2019.0,9666.0,1079.0,895.0,561.0,119.0,735.0,310.0,945.0,306.0,1997.0,7281.0,7348.0,2905.0,0.11162838816470101,0.09259259259259259,0.05803848541278709,0.012311193875439686,0.07603972687771571,0.032071177322573974,0.09776536312849161,0.03165735567970205,0.20660045520380715,0.7532588454376163,0.7601903579557211,0.3005379681357335,St. Louis
"St. Louis County, MO",2020.0,8779.0,1012.0,824.0,432.0,94.0,743.0,325.0,852.0,253.0,1822.0,6579.0,6583.0,2730.0,0.11527508827884725,0.09386034855906139,0.04920833807950792,0.010707369859892926,0.08463378516915367,0.0370201617496298,0.0970497778790295,0.028818772069711812,0.2075407221779246,0.749401982002506,0.7498576147625015,0.3109693586968903,St. Louis
"St. Louis County, MO",2021.0,8328.0,923.0,749.0,340.0,102.0,705.0,322.0,905.0,228.0,1864.0,6507.0,6344.0,2419.0,0.11083093179634966,0.0899375600384246,0.040826128722382324,0.012247838616714697,0.08465417867435159,0.038664745437079734,0.10866954851104707,0.027377521613832854,0.22382324687800192,0.7813400576368876,0.7617675312199808,0.29046589817483187,St. Louis
"St. Louis County, MO",2022.0,8776.0,1032.0,845.0,342.0,115.0,618.0,310.0,1069.0,267.0,1925.0,6400.0,6462.0,2881.0,0.11759343664539654,0.09628532360984503,0.03896991795806746,0.013103919781221513,0.07041932543299909,0.035323609845031904,0.12180948040109389,0.030423883318140384,0.2193482224247949,0.7292616226071102,0.7363263445761167,0.328281677301732,St. Louis
"St. Louis County, MO",2023.0,8509.0,982.0,867.0,262.0,143.0,640.0,402.0,1114.0,241.0,2022.0,6167.0,6224.0,2783.0,0.11540721588905864,0.10189211423198966,0.0307909272534963,0.01680573510400752,0.07521447878716653,0.047244094488188976,0.13092020213891173,0.028322952168292396,0.23763074391820427,0.7247620166882125,0.7314608062051945,0.32706546010106946,St. Louis
"St. Louis County, MO",2024.0,8855.0,981.0,861.0,214.0,107.0,648.0,387.0,1180.0,288.0,2062.0,6528.0,6368.0,2748.0,0.11078486730660644,0.09723320158102766,0.02416713721061547,0.012083568605307736,0.07317899491812535,0.04370412196499153,0.13325804630152457,0.032523997741389046,0.2328627893845285,0.737210615471485,0.7191417278373801,0.31033314511575383,St. Louis
"St. Louis city, MO",2016.0,3478.0,410.0,439.0,420.0,32.0,153.0,85.0,476.0,196.0,461.0,2575.0,2072.0,1955.0,0.1178838412880966,0.12622196664749857,0.12075905692926969,0.009200690051753882,0.043990799309948245,0.02443933294997125,0.136860264519839,0.05635422656699252,0.13254744105807936,0.7403680276020701,0.5957446808510638,0.5621046578493387,St. Louis City
"St. Louis city, MO",2017.0,3055.0,393.0,362.0,345.0,36.0,179.0,105.0,382.0,142.0,478.0,2205.0,1851.0,1659.0,0.1286415711947627,0.11849427168576104,0.11292962356792144,0.011783960720130934,0.05859247135842881,0.03436988543371522,0.12504091653027824,0.04648117839607201,0.1564648117839607,0.7217675941080196,0.6058919803600654,0.5430441898527005,St. Louis City
"St. Louis city, MO",2018.0,3043.0,356.0,377.0,295.0,35.0,159.0,118.0,291.0,136.0,546.0,1948.0,1936.0,1533.0,0.11698981268485048,0.1238908971409793,0.09694380545514295,0.011501807426881366,0.05225106802497535,0.038777522182057184,0.09562931317778509,0.0446927374301676,0.17942819585934933,0.640157739073283,0.6362142622412094,0.5037791652974039,St. Louis City
"St. Louis city, MO",2019.0,3264.0,409.0,380.0,292.0,45.0,164.0,121.0,319.0,159.0,539.0,1976.0,1980.0,1691.0,0.1253063725490196,0.11642156862745098,0.08946078431372549,0.013786764705882353,0.05024509803921569,0.03707107843137255,0.0977328431372549,0.04871323529411765,0.16513480392156862,0.6053921568627451,0.6066176470588235,0.5180759803921569,St. Louis City
"St. Louis city, MO",2020.0,2978.0,337.0,339.0,276.0,37.0,185.0,124.0,337.0,154.0,504.0,1976.0,1846.0,1405.0,0.11316319677635997,0.11383478844862324,0.09267965077233042,0.012424445936870383,0.062122229684351916,0.041638683680322364,0.11316319677635997,0.051712558764271326,0.16924110141034251,0.6635325721961047,0.6198791134989926,0.4717931497649429,St. Louis City
"St. Louis city, MO",2021.0,3033.0,421.0,382.0,229.0,41.0,220.0,130.0,396.0,156.0,605.0,1974.0,1813.0,1520.0,0.13880646224859874,0.12594790636333664,0.07550280250576986,0.013517969007583251,0.07253544345532476,0.04286185295087372,0.13056379821958458,0.051434223541048464,0.1994724695021431,0.6508407517309595,0.5977579953841081,0.501153972964062,St. Louis City
"St. Louis city, MO",2022.0,2904.0,352.0,322.0,203.0,35.0,178.0,115.0,420.0,148.0,593.0,1772.0,1714.0,1502.0,0.12121212121212122,0.11088154269972451,0.06990358126721763,0.012052341597796144,0.06129476584022039,0.039600550964187325,0.1446280991735537,0.05096418732782369,0.20420110192837465,0.6101928374655647,0.5902203856749312,0.5172176308539945,St. Louis City
"St. Louis city, MO",2023.0,2892.0,381.0,369.0,153.0,33.0,138.0,136.0,463.0,141.0,584.0,1781.0,1717.0,1463.0,0.13174273858921162,0.1275933609958506,0.052904564315352696,0.011410788381742738,0.04771784232365145,0.04702627939142462,0.16009681881051174,0.0487551867219917,0.20193637621023514,0.6158367911479945,0.5937067773167358,0.5058782849239281,St. Louis City
"St. Louis city, MO",2024.0,2795.0,341.0,331.0,122.0,44.0,178.0,101.0,398.0,136.0,583.0,1785.0,1650.0,1340.0,0.12200357781753131,0.11842576028622541,0.04364937388193202,0.015742397137745976,0.06368515205724508,0.036135957066189626,0.14239713774597496,0.04865831842576029,0.20858676207513416,0.6386404293381037,0.590339892665474,0.47942754919499103,St. Louis City
